Brand,Title,Model Name,Model Number,Price,Rating,No_of_Ratings,No_of_Reviews,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size_cm,Resolution,Resolution Type,Display Type,Operating System,Processor Type,Processor Core,Internal Storage,Primary Camera,Primary Camera Features,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Dual Camera Lens,Network Type,Supported Networks,Internet Connectivity,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,NFC,Map Support,GPS Support,Smartphone,SIM Size,SMS,Sensors,GPS Type,Video Formats,Battery Capacity,Width,Height,Depth,Weight
Micromax,Micromax X412,X412,X412,919,3.9,18004.0,1478.0,Black&Red,Feature Phones,Dual Sim,No,No,4.5,320 x 240$$Pixels,Full HD+,Full HD+ AMOLED Display,Android 12,"A15 Bionic Chip, 6 Core Processor",Octa Core,0.03125,12MP + 12MP,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",12MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear: LED True Tone Flash | Front: Retina Flash,Yes,Yes,Yes,Primary Camera,2G,"GSM, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim + eSIM,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, GLONASS, GALILEO, QZSS, BEIDOU","HEVC, H.264",800.0,71.5,146.7,7.8,172.0
Nokia,"Nokia 110 Dual sim Keypad Phone with FM Radio, Auto Call Recording","110 Dual sim Keypad Phone with FM Radio, Auto Call Recording",SP01Z07Z1626Y,2185,4.1,234.0,11.0,Rose Gold,Feature Phones,Dual Sim,No,No,4.5,160 x 120 Pixels,Quarter QVGA,Full HD+ AMOLED Display,Android 12,Unisoc 6531E,Octa Core,0.00390625,0.08MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,2G,GSM,2G,No,v5.0,No,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,No,No,Mini Sim,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","HEVC, H.264",800.0,72.75009295352325,156.2211596385542,8.678667664670659,73.0
vivo,"vivo Y27 (Garden Green, 128 GB)",Y27,V2249,14999,4.2,25994.913963328632,1770.4767277856135,Garden Green,Smartphones,Dual Sim,No,Yes,16.87,2388 x 1080 Pixels,Full HD+,Full HD+ LCD Display,Android 13,Helio G85,Octa Core,128.0,50MP + 2MP,"Dual Camera Setup: 50MP (f/1.8 Aperture) + 2MP (f/2.4 Aperture), Camera Features: Photo, Night, Portrait, Video, 50MP, Panorama, Live Photo, Slo-mo, Timelapse, Pro, Documents",8MP Front Camera,8MP Front Camera: (f/2.0 Aperture),Rear Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, WiFi",Yes,v5.0,Yes,"Support 2.4 GHz, 5 GHz",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-Compass, Side Mounted Fingerprint Sensor","GPS, BEIDOU, GLONASS, GALILEO, QZSS","AAC, WAV, M4A, MP3, MP2, MP1, MIDI, OGG, APE, FLAC",5000.0,76.17,164.06,8.07,190.0
DIZO,DIZO Star 500,Star 500,DH2002,1750,3.9,16820.0,1844.0,Green,Feature Phones,Dual Sim,No,No,7.11,320 x 240 Pixels,QVGA,QVGA LCD Display,Android 12,SC6531E,Octa Core,0.03125,0.3MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,2G,GSM,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v2.1,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,No,Micro SIM + Micro SIM,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","HEVC, H.264",1900.0,55.4,132.5,12.0,108.0
vivo,"vivo V23 Pro 5G (Sunshine Gold, 128 GB)",V23 Pro 5G,V2132,29390,4.3,3875.0,409.0,Sunshine Gold,Smartphones,Dual Sim,No,Yes,16.66,2376 x 1080 Pixels,Full HD+,Full HD+ AMOLED,Android 12,Mediatek Dimensity 1200,Octa Core,128.0,108MP + 8MP + 2MP,"Triple Camera Setup: 108 MP AF Main (f/1.88 Aperture) + 8 MP Wide Angle (f/2.2 Aperture) + 2 MP Macro (f/2.4 Aperture), Camera Features: Eye Autofocus, Night, Ultra-Wide Night, Super Macro, Bokeh Portrait, Portrait Style, Bokeh Flare Portrait, High Resolution, Live Photo, AR Stickers, Slo-Mo, Time-Lapse, Dual-View Video, Double Exposure, Documents, Pano, Pro, Ultra Stabilization, Super Night Video, Sports Mode",50MP + 8MP Dual Front Camera,"Dual Camera: 50 MP AF (f/2.0 Aperture) + 8 MP Wide Angle (f/2.28 Aperture), Camera Feature:- Autofocus, AI Extreme Night, Steadiface Selfie Video, Multi-Style Portrait, Double Exposure, Video Face Beauty, Dual-View Video, Slo-Mo, High Resolution, Live Photo, AR Stickers, Natural Portrait, Sports Mode Selfie",Dual Tone Spotlight Flash,Yes,Yes,Yes,Primary & Secondary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi",Yes,v5.2,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano SIM,Yes,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-compass, Fingerprint Sensor (In display), Gyroscope","GPS, BEIDOU, GLONASS, GALILEO, QZSS, NavIC","MP4, 3GP, AVI",4300.0,73.27,159.46,7.36,171.0
SAMSUNG,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",Galaxy F13,SM-E135FZGGINS,11999,4.3,172437.0,9877.0,Nightsky Green,Smartphones,Dual Sim,No,Yes,16.76,2408 x 1080 Pixels,Full HD+,Full HD+,Android 12,Exynos 850,Octa Core,128.0,50MP + 5MP + 2MP,"Triple Camera Setup: 50MP + 5MP + 2MP, Camera Features: Deco Pic, Food, Macro, Panorama, Photo, Portrait, Pro, Video",8MP Front Camera,8MP Camera Setup,Rear Flash,Yes,Yes,Yes,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, GPRS",Yes,v5.0,Yes,802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,Yes,Yes,Yes,Yes,Nano Sim,Yes,"Accelerometer, Fingerprint Sensor, Geomagnetic Sensor, Virtual Light Sensing, Virtual Proximity Sensing","GPS, AGPS, GLONASS, GALILEO, QZSS","MP4, 3GP",6000.0,76.9,165.4,9.3,207.0
itel,itel it2163s,it2163s,it2163A,999,4.1,1350.0,115.0,Dark Green,Feature Phones,Dual Sim,No,No,4.57,160 * 128 pixels,Quarter QVGA,Quarter QVGA Display,Android 12,"A15 Bionic Chip, 6 Core Processor",Single Core,0.00390625,0.3MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,2G,GSM,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,No,Nano Sim,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","MP4, 3GP",1200.0,76.9,165.4,9.3,207.0
LAVA,LAVA A7 Torch,A7 Torch,LF7002,1498,3.8,6.0,1.0,Blue,Feature Phones,Dual Sim,No,No,6.1,160 x 128 Pixels,Quarter QVGA,Quarter QVGA Display,Android 12,"A15 Bionic Chip, 6 Core Processor",Octa Core,0.03125,0.3MP Rear Camera,VGA Camera,0MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",No,Yes,Yes,Yes,Primary Camera,2G,GSM,2G,Yes,3.2,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,No,Regular Sim,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","MP4, 3GP",2575.0,53.0,124.0,15.0,190.0
POCO,"POCO F5 5G (Carbon Black, 256 GB)",F5 5G,MZB0EPOIN,26999,4.3,7427.0,1071.0,Carbon Black,Smartphones,Dual Sim,No,Yes,16.94,2400 x 1080 Pixels,Full HD+,Full HD+ AMOLED Display,Android 13,Qualcomm Snapdragon 7+ Gen 2 (4nm),Octa Core,256.0,64MP (OIS) + 8MP + 2MP,"Rear camera: 64MP (OIS) (f/1.79 Aperture, 1/2.0 inch Sensor Size , 0.7um Pixel Size, 6P Lens, Supports 4-in-1 Pixel Binning) + 8MP Ultrawide Camera + 2MP Macro Camera, Camera Features: Photo, Rear Video Recording, Portrait, Night, Pro Mode, Document Mode, 64MP, 2X In-Sensor Zoom, HDR Mode, Short Video, Panorama, Vlog Mode, Custom Watermark, Slow Motion, Timelapse, AI Watermark, Long Exposure, Google Lens, Movie Frame, Voice Shutter, Macro Mode, Tilt Shift, Macro Video, Video Beautify, Timed Burst, Film Camera, AI Art Framing, Video Features: Short Video, Timelapse, Movie Frame, Slow Motion, Vlog, Filter, Beautify",16MP Front Camera,"16MP Front Camera: Camera Features: Photo, Portrait Mode, Front Video Recording, Night, Short Video, AI Watermark, Panorama, Palm Shutter, HDR Mode, Movie Frame, Voice Shutter, Timed Burst, Short Video, Beautify, Filters, Film Camera, AI Art Framing",Rear Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi, EDGE, GPRS",Yes,v5.3,Yes,"Supports 2.4 GHz and 5 GHz Dual Band, Support Wifi 6/6E",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Ambient Light Sensor, Proximity Sensor, Accelerometer, Electronic compass, Gyroscope, Side Fingerprint Sensor, IR Blaster","GPS, AGPS, GLONASS, BEIDOU, GALILEO, QZSS","HEVC, H.264",5000.0,74.95,161.11,7.98,181.0
SAMSUNG,"SAMSUNG GALAXY M13 (Midnight Blue, 128 GB)",GALAXY M13,sm-135fdbqins,13000,4.2,1294.0,68.0,Midnight Blue,Smartphones,Dual Sim,No,Yes,16.76,720x2408 Pixel,Full HD+,Full HD+ AMOLED Display,Android Q 12,"A15 Bionic Chip, 6 Core Processor",Octa Core,128.0,50MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,4G VOLTE,4G VoLTE,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Ambient Light Sensor, Proximity Sensor, Accelerometer, Electronic compass, Gyroscope, Side Fingerprint Sensor, IR Blaster","GPS, AGPS, GLONASS, BEIDOU, GALILEO, QZSS","HEVC, H.264",6000.0,74.95,161.11,7.98,181.0
SAMSUNG,SAMSUNG GT-E1215ZKAINS,GT-E1215ZKAINS,GT-E1215,1150,4.3,65201.0,5458.0,Black,Feature Phones,Single Sim,No,No,3.81,128 x 128 Pixels,Full HD+,TFT,Android 12,0 0 0 0 Processor,Octa Core,128.0,0.3MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,No,Yes,Yes,Primary Camera,2G,GSM,"5G, 4G, 3G, Wi-Fi, EDGE",No,v5.0,No,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,No,No,Mini SIM,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","HEVC, H.264",800.0,45.5,109.5,12.8,65.1
Nokia,Nokia 110 4G,110 4G,TA-1556 DS,2299,3.8,40.0,4.0,Arctic Purple,Feature Phones,Dual Sim,No,No,17.02,160 x 120 Pixels,Full HD+,Full HD+ AMOLED Display,Android 12,T107,Octa Core,0.03125,0.08MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM",4G,No,v5.0,No,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,No,No,Nano Sim,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","HEVC, H.264",1450.0,72.75009295352325,156.2211596385542,8.678667664670659,94.5
MOTOROLA,"MOTOROLA Edge 30 (Aurora Green, 128 GB)",Edge 30,PAUC0026IN,26999,4.1,7715.0,996.0,Aurora Green,Smartphones,Dual Sim,No,Yes,16.64,2460 x 1080 Pixel,Full HD+,Full HD+ pOLED Display,Android 12,Qualcomm Snapdragon 778G Plus,Octa Core,128.0,50MP + 50MP + 2MP,"Quad Function Camera Setup: 50MP Main Camera (f/1.8 Aperture, 1.0um Pixel Size, OIS, Omni PDAF) + 50MP 114 Degree Ultra Wide Angle and Macro Vision + 2MP Depth Camera (f/2.4 Aperture, 1.75um Pixel Size)",32MP Front Camera,"32MP Camera Setup: (f/2.4 Aperture, 0.7um Pixel Size), Camera Feature: Dual Capture, Spot Color, Auto Night Vision (RAW), Cinemagraph, Portrait, Live Filter in Photo Mode, Group Selfie, Pro Mode (W/Long Exposure), Artificial Intelligence: Shot Optimization, Auto Smile Capture, Gesture Capture, Other Features: Selfie Animation, Face Beauty, RAW Photo Output, HDR, Timer, Best Shot, Active Photos, Assistive Grid, Leveler, Watermark, Video Feature: Simultaneous Capture, Spot Color, Timelapse (W/Hyperlapse), Other Features: Video Stabilization, Face Beauty, Video Snapshot",Rear: Single LED Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, UMTS, GSM","5G, 4G, 3G, EDGE, Wi-Fi",Yes,v5.2,Yes,Wi-Fi 6E 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz | 6 GHz),Yes,Yes,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Accelerometer, Ambient Light Sensor, E-Compass, Fingerprint Sensor, Gyroscope","GPS, A-GPS, LTEPP, SUPL, GLONASS, GALILEO","HEVC, H.264",4020.0,74.236,159.38,6.79,155.0
vivo,"vivo V27 5G (Noble Black, 256 GB)",V27 5G,V2246,36999,4.4,3067.0,339.0,Noble Black,Smartphones,Dual Sim,Yes,Yes,17.22,2400 × 1080 Pixels,Full HD+ AMOLED Display,Full HD+ AMOLED Display,Android 13,Mediatek Dimensity 7200 5G,Octa Core,256.0,50MP (OIS) + 8MP + 2MP,"Triple Camera Setup: 50MP Main Camera (Sony IMX766V, f/1.88 Aperture, OIS) + 8MP Wide Angle Camera (f/2.2 Aperture) + 2MP Macro Camera (f/2.4 Aperture), Camera Features: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Pano, Documents, Slo Mo, Timelapse, Supermoon, Pro, Sports, Double Exposure, Dual View, Live Photo",50MP Front Camera,"50MP Front Camera: (f/2.45 Aperture, Autofocus), Camera Feature: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Sports, Double Exposure, Dual View, Live Photo",Rear Flash / Rear Aura Light (Portrait Mode),Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi",Yes,v5.3,Yes,Supports 2.4 GHz and 5.0 GHz,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-Compass, In-Display Fingerprint Sensor, Gyroscope","GPS, BEIDOU, GLONASS, GALILEO, QZSS, NavIC","MP4, 3GP, AVI, FLV, MKV, WEBM, TS, ASF",4600.0,74.8,164.1,7.36,180.0
